RowNumber,variable1,variable2,variable3,result
2411,591,97,C,46096
2412,838,77,B,60390
2413,498,65,C,37721
2414,414,69,B,31878
2415,433,100,D,36244
2416,659,81,D,50320
2417,8,33,C,2747
2418,665,46,C,47637
2419,848,79,B,61182
2420,177,79,A,16640
2421,145,65,B,13860
2422,430,37,A,30355
2423,306,43,C,23383
2424,638,90,C,48776
2425,865,19,A,57460
2426,147,31,C,11926
2427,790,47,A,54405
2428,256,46,C,20234
2429,692,99,A,51415
2430,181,91,D,18496
2431,915,77,B,65472
2432,717,25,A,48230
2433,572,39,B,40326
2434,471,76,B,36102
2435,575,22,A,38805
2436,595,83,B,44748
2437,76,47,C,8241
2438,826,77,A,58695
2439,980,69,C,70283
2440,325,37,A,23530
2441,395,82,B,31482
2442,733,75,C,54136
2443,544,27,C,38257
2444,703,16,C,48173
2445,601,93,A,45110
2446,891,31,A,59930
2447,834,73,D,61676
2448,921,95,D,69088
2449,332,81,D,28084
2450,9,30,B,2574
2451,920,10,B,61380
2452,748,62,A,52650
2453,172,81,C,16951
2454,817,78,B,59070
2455,556,70,C,41942
2456,398,32,B,28380
2457,375,13,C,25996
2458,793,63,D,58208
2459,309,18,C,21909
2460,843,19,B,56892
2461,323,73,D,26928
2462,183,70,D,17204
2463,856,70,D,62968
2464,702,32,D,49912
2465,429,93,D,35496
2466,980,53,C,69211
2467,696,78,B,51084
2468,39,51,B,5940
2469,489,70,B,36894
2470,976,33,A,65585
2471,511,56,B,37422
2472,138,94,A,15080
2473,818,96,D,62152
2474,152,83,D,15980
2475,25,79,A,6760
2476,793,44,C,56079
2477,508,46,D,37672
2478,352,93,B,29370
2479,744,54,D,54264
2480,165,35,C,13400
2481,43,82,B,8250
2482,224,23,A,16055
2483,487,97,D,39712
2484,729,63,C,53064
2485,249,88,A,21905
2486,582,14,C,39932
2487,963,70,B,68178
2488,442,20,A,30030
2489,344,57,C,26867
2490,814,76,C,59630
2491,557,74,B,41646
2492,891,43,B,61644
2493,80,90,B,11220
2494,346,83,D,29172
2495,524,39,D,38284
2496,207,84,A,18915
2497,466,28,D,33592
2498,98,66,A,10660
2499,839,52,D,60588
2500,965,91,D,71808
2501,722,48,D,52360
2502,522,58,A,37700
2503,422,82,D,34272
2504,656,94,D,51000
2505,823,92,B,60390
2506,952,38,D,67320
2507,84,37,A,7865
2508,728,27,B,49830
2509,717,98,D,55420
2510,561,59,C,41540
2511,861,85,B,62436
2512,438,81,B,34254
2513,154,68,A,14430
2514,24,38,B,4092
2515,159,43,C,13534
2516,811,61,B,57552
2517,627,91,C,48106
2518,388,29,B,27522
2519,63,15,C,5226
2520,325,59,A,24960
2521,659,92,D,51068
2522,266,45,A,20215
2523,404,14,A,27170
2524,1000,30,D,70040
2525,174,43,C,14539
2526,58,12,B,4620
2527,160,79,A,15535
2528,664,55,D,48892
2529,326,41,A,23855
2530,134,67,B,13266
2531,486,96,A,37830
2532,982,100,B,71412
2533,403,64,D,31756
2534,114,85,A,12935
2535,776,83,C,57553
2536,930,47,D,66436
2537,851,83,A,60710
2538,554,35,A,38285
2539,726,12,B,48708
2540,717,24,A,48165
2541,178,28,B,13596
2542,43,51,D,6392
2543,626,96,C,48374
2544,94,34,D,8704
2545,200,16,D,14688
2546,325,35,A,23400
2547,201,54,D,17340
2548,269,72,C,22847
2549,940,12,A,61880
2550,793,73,A,56290
2551,703,78,A,50765
2552,100,30,B,8580
2553,87,55,B,9372
2554,162,81,B,16038
2555,173,43,C,14472
2556,571,80,B,42966
2557,511,74,B,38610
2558,591,98,A,44785
2559,25,53,D,5304
2560,1,90,C,6097
2561,734,99,D,56644
2562,440,19,A,29835
2563,885,25,B,60060
2564,715,50,C,51255
2565,932,26,A,62270
2566,6,13,A,1235
2567,537,63,B,39600
2568,449,13,A,30030
2569,111,22,A,8645
2570,635,50,A,44525
2571,825,58,A,57395
2572,681,58,D,50252
2573,185,28,C,14271
2574,679,52,D,49708
2575,576,63,B,42174
2576,112,26,A,8970
2577,538,42,D,39440
2578,599,19,D,42024
2579,433,36,D,31892
2580,683,70,D,51204
2581,708,44,A,48880
2582,539,36,D,39100
2583,228,64,B,19272
2584,954,96,A,68250
2585,789,45,B,55044
2586,247,93,A,22100
2587,386,64,A,29250
2588,216,75,D,19788
2589,176,37,C,14271
2590,595,57,D,44336
2591,584,40,B,41184
2592,828,65,C,59831
2593,303,62,A,23725
2594,253,38,A,18915
2595,650,27,D,46036
2596,627,49,A,43940
2597,147,87,D,15912
2598,288,85,C,24991
2599,514,54,C,38056
2600,960,100,B,69960
2601,331,78,C,27403
2602,522,40,D,38216
2603,648,82,C,48910
2604,881,66,B,62502
2605,1,89,A,5850
2606,286,31,A,20605
2607,962,62,A,66560
2608,877,90,C,64789
2609,751,14,D,52020
2610,337,45,D,25976
2611,536,32,D,38624
2612,833,31,B,57024
2613,247,97,D,23392
2614,805,67,C,58424
2615,645,80,C,48575
2616,613,92,A,45825
2617,257,68,A,21125
2618,930,49,A,63635
2619,550,51,B,39666
2620,560,69,B,41514
2621,317,32,D,23732
2622,364,52,A,27040
2623,740,35,B,51150
2624,243,55,A,19370
2625,772,97,A,56485
2626,89,27,B,7656
2627,385,24,D,27812
2628,263,15,A,18070
2629,286,99,C,25795
2630,666,31,D,47396
2631,665,83,A,48620
2632,143,92,A,15275
2633,581,38,C,41473
2634,103,83,A,12090
2635,891,88,D,66572
2636,652,40,C,46364
2637,211,80,D,19788
2638,435,75,D,34680
2639,927,29,A,62140
2640,65,17,C,5494
2641,712,17,B,48114
2642,31,87,D,8024
2643,302,66,B,24288
2644,325,75,C,26800
2645,579,19,C,40066
2646,34,94,C,8576
2647,616,33,C,43483
2648,693,55,D,50864
2649,379,77,B,30096
2650,732,87,D,55692
2651,581,14,A,38675
2652,668,50,D,48824
2653,375,14,B,25674
2654,179,30,B,13794
2655,853,80,B,61578
2656,113,44,C,10519
2657,919,32,B,62766
2658,105,59,B,10824
2659,854,87,B,62106
2660,446,46,B,32472
2661,188,53,D,16388
2662,669,46,A,46475
2663,772,72,D,57392
2664,827,84,D,61948
2665,872,92,C,64588
2666,338,93,A,28015
2667,170,66,B,15576
2668,820,10,B,54780
2669,834,88,A,59930
2670,268,80,A,22620
2671,663,57,B,47520
2672,126,55,A,11765
2673,699,49,C,50116
2674,536,56,C,39664
2675,240,98,A,21970
2676,669,12,C,45627
2677,492,87,D,39372
2678,108,94,C,13534
2679,100,18,C,7906
2680,516,97,C,41071
2681,652,72,C,48508
2682,943,98,B,68706
2683,916,31,D,64396
2684,973,29,C,67134
2685,94,91,A,12025
2686,93,67,B,10560
2687,42,25,A,4355
2688,844,21,B,57090
2689,412,13,A,27625
2690,282,49,A,21515
2691,542,42,B,38544
2692,437,44,B,31746
2693,774,11,C,52595
2694,660,88,C,50116
2695,183,51,C,15678
2696,531,58,C,39463
2697,57,52,D,7412
2698,375,27,A,26130
2699,324,84,B,26928
2700,907,42,A,61685
2701,272,10,D,19176
2702,394,81,D,32300
2703,799,25,C,55208
2704,640,12,A,42380
2705,166,47,A,13845
2706,782,90,A,56680
2707,134,75,C,14003
2708,411,41,A,29380
2709,596,80,D,45968
2710,227,94,B,21186
2711,201,93,B,19404
2712,182,40,C,14874
2713,521,11,C,35644
2714,810,84,A,58110
2715,343,25,A,23920
2716,933,12,A,61425
2717,330,100,B,28380
2718,114,67,C,12127
2719,984,27,D,68748
2720,511,80,A,38415
2721,630,29,D,44812
2722,467,50,B,34122
2723,752,21,C,51791
2724,362,80,A,28730
2725,293,30,D,21964
2726,323,34,A,23205
2727,392,42,A,28210
2728,279,88,A,23855
2729,692,84,C,51992
2730,653,85,D,50184
2731,338,93,A,28015
2732,936,20,B,63096
2733,338,48,C,25862
2734,163,79,D,16456
2735,797,13,D,55080
2736,539,68,C,40669
2737,642,50,C,46364
2738,374,100,A,30810
2739,460,31,A,31915
2740,131,68,D,13532
2741,538,86,C,41808
2742,507,36,C,36381
2743,556,56,B,40392
2744,64,90,D,10472
2745,66,45,D,7548
2746,283,24,D,20876
2747,728,69,A,51805
2748,715,14,D,49572
2749,567,99,C,44622
2750,51,99,D,10200
2751,980,25,B,66330
2752,999,78,C,72159
2753,760,48,D,54944
2754,21,72,C,6231
2755,497,73,C,38190
2756,350,77,C,28609
2757,489,90,A,37635
2758,462,95,D,37876
2759,755,29,D,53312
2760,80,91,C,11457
2761,314,25,D,23052
2762,469,52,C,34907
2763,407,59,C,31222
2764,464,89,D,37604
2765,348,58,D,27608
2766,816,42,C,57486
2767,960,71,C,69077
2768,399,85,A,31460
2769,78,41,D,8092
2770,898,10,B,59928
2771,592,46,A,41470
2772,198,79,B,18282
2773,944,92,C,69412
2774,372,26,C,26666
2775,48,52,C,6700
2776,278,88,B,24156
2777,280,90,B,24420
2778,628,23,C,43617
2779,811,67,C,58826
2780,392,68,C,30820
2781,492,45,C,35979
2782,906,80,B,65076
2783,517,58,A,37375
2784,439,100,B,35574
2785,23,56,C,5293
2786,27,90,D,7956
2787,329,12,A,22165
2788,920,22,B,62172
2789,290,59,A,22685
2790,704,65,B,50754
2791,258,62,D,21760
2792,286,40,B,21516
2793,836,26,B,56892
2794,674,53,A,47255
2795,2,29,A,2015
2796,553,16,C,38123
2797,615,53,B,44088
2798,760,87,C,56749
2799,567,85,C,43684
2800,30,84,B,7524
2801,601,10,D,41548
2802,671,47,A,46670
2803,193,64,B,16962
2804,715,70,D,53380
2805,709,76,D,53380
2806,777,10,C,52729
2807,42,69,D,7548
2808,889,18,A,58955
2809,639,22,B,43626
2810,996,72,B,70488
2811,144,90,A,15210
2812,851,92,A,61295
2813,172,66,C,15946
2814,378,21,A,25935
2815,183,99,C,18894
2816,410,74,A,31460
2817,341,60,A,26065
2818,224,50,C,18358
2819,929,99,B,67848
2820,960,86,D,71128
2821,634,67,C,46967
2822,484,65,B,36234
2823,698,55,C,50451
2824,930,76,D,68408
2825,475,60,B,35310
2826,824,79,A,58695
2827,92,94,D,12648
2828,276,66,A,22230
2829,922,43,C,64655
2830,389,79,D,31824
2831,510,21,C,35577
2832,933,42,A,63375
2833,629,24,D,44404
2834,76,90,C,11122
2835,999,77,A,69940
2836,480,73,A,35945
2837,554,33,C,39329
2838,261,13,A,17810
2839,515,22,B,35442
2840,511,72,B,38478
2841,555,84,B,42174
2842,108,37,D,9860
2843,866,100,C,64722
2844,502,47,D,37332
2845,956,82,A,67470
2846,769,17,B,51876
2847,663,10,D,45764
2848,484,38,D,35496
2849,286,38,B,21384
2850,460,64,A,34060
2851,659,39,B,46068
2852,66,50,D,7888
2853,691,69,C,50920
2854,2,50,B,3432
2855,229,14,D,16524
2856,193,42,A,15275
2857,906,33,B,61974
2858,203,68,C,18157
2859,593,34,D,42636
2860,706,76,A,50830
2861,217,34,C,16817
2862,357,45,A,26130
2863,495,98,C,39731
2864,599,90,C,46163
2865,800,88,C,59496
2866,860,13,A,56745
2867,57,34,C,6097
2868,746,63,A,52585
2869,260,72,A,21580
2870,786,44,C,55610
2871,646,98,A,48360
2872,642,15,D,44676
2873,343,59,D,27336
2874,183,87,B,17820
2875,231,21,B,16632
2876,645,83,B,48048
2877,320,10,B,21780
2878,365,66,B,28446
2879,869,92,D,65348
2880,873,81,C,63918
2881,630,56,B,45276
2882,734,55,C,52863
2883,328,37,D,24820
2884,515,80,B,39270
2885,131,35,A,10790
2886,71,73,D,9792
2887,43,51,A,6110
2888,319,23,B,22572
2889,79,90,C,11323
2890,264,78,C,22914
2891,595,13,D,41344
2892,572,56,D,42704
2893,538,20,A,36270
2894,844,25,A,56485
2895,88,96,A,11960
2896,400,97,A,32305
2897,399,12,D,27948
2898,22,41,D,4284
2899,793,73,A,56290
2900,970,81,A,68315
2901,181,25,B,13596
2902,869,39,B,59928
2903,729,57,B,51876
2904,834,51,B,58410
2905,893,47,A,61100
2906,221,83,B,20064
2907,932,95,C,68809
2908,272,58,D,22440
2909,850,16,C,58022
2910,322,87,D,27812
2911,299,24,D,21964
2912,818,10,A,53820
2913,403,78,B,31746
2914,503,93,A,38740
2915,869,84,C,63851
2916,363,29,A,25480
2917,402,44,A,28990
2918,376,42,A,27170
2919,883,49,A,60580
2920,760,74,A,54210
2921,901,81,C,65794
2922,810,66,A,56940
2923,67,29,B,6336
2924,980,89,D,72692
2925,970,30,D,68000
2926,385,58,D,30124
2927,295,20,B,20790
2928,34,15,D,3332
2929,636,48,D,46512
2930,871,28,B,59334
2931,620,13,D,43044
2932,721,23,B,49104
2933,646,98,B,49104
2934,720,82,A,52130
2935,924,92,C,68072
2936,293,29,B,21252
2937,20,63,D,5644
2938,299,21,B,21120
2939,568,45,C,41071
2940,782,96,C,58826
2941,144,67,C,14137
2942,967,94,A,68965
2943,972,80,D,71536
2944,920,100,A,66300
2945,661,83,B,49104
2946,33,64,A,6305
2947,977,67,A,67860
2948,129,17,A,9490
2949,146,12,B,10428
2950,408,10,D,28424
2951,850,56,B,59796
2952,717,88,C,53935
2953,408,28,A,28340
2954,926,70,D,67728
2955,401,45,D,30328
2956,521,56,A,37505
2957,52,83,A,8775
2958,947,88,B,68310
2959,510,30,D,36720
2960,875,50,B,61050
2961,176,59,D,15980
2962,643,66,A,46085
2963,594,64,A,42770
2964,828,70,D,61064
2965,298,83,A,24765
2966,985,65,B,69300
2967,512,38,D,37400
2968,582,15,C,39999
2969,125,51,A,11440
2970,885,26,C,61037
2971,736,93,D,56372
2972,633,78,A,46215
2973,340,77,C,27939
2974,107,68,A,11375
2975,12,89,A,6565
2976,20,38,D,3944
2977,251,14,A,17225
2978,646,69,B,47190
2979,410,75,C,32495
2980,458,43,D,34068
2981,794,40,A,54210
2982,303,23,D,22168
2983,187,27,A,13910
2984,536,96,D,42976
2985,90,89,C,11993
2986,130,34,B,10824
2987,74,73,C,9849
2988,815,16,B,54846
2989,667,60,C,48709
2990,602,49,B,42966
2991,650,34,D,46512
2992,58,91,C,9983
2993,905,55,B,63360
2994,16,76,D,6256
2995,524,57,C,38927
2996,197,97,B,19404
2997,441,55,D,33728
2998,87,46,B,8778
2999,419,18,D,29716
3000,350,29,D,25772
3001,209,99,C,20636
3002,816,22,D,56984
3003,909,33,A,61230
3004,900,24,B,60984
3005,746,21,A,49855
3006,550,50,B,39600
3007,7,89,C,6432
3008,864,90,C,63918
3009,28,41,B,4554
3010,438,47,A,31525
3011,131,80,D,14348
3012,706,97,B,52998
3013,120,18,B,9108
3014,823,44,C,58089
3015,574,73,B,42702
3016,382,59,C,29547
3017,238,47,A,18525
3018,882,59,D,63988
3019,680,82,C,51054
3020,817,100,A,59605
3021,525,28,A,35945
3022,530,19,C,36783
3023,951,37,B,65208
3024,383,41,B,27984
3025,143,80,B,14718
3026,860,47,B,59862
3027,785,43,C,55476
3028,45,66,D,7548
3029,771,57,C,55476
3030,347,60,B,26862
3031,231,15,C,16482
3032,540,74,B,40524
3033,217,52,A,17485
3034,446,36,A,31330
3035,14,22,A,2340
3036,773,30,C,53801
3037,516,95,D,41548
3038,449,30,D,32572
3039,877,53,D,63240
3040,888,41,D,63172
3041,708,74,D,53176
3042,272,85,A,23205
3043,77,11,D,5984
3044,709,33,B,48972
3045,872,24,A,58240
3046,767,40,B,53262
3047,934,21,A,62075
3048,56,55,A,7215
3049,912,74,C,66062
3050,777,56,C,55811
3051,1,36,D,2516
3052,128,40,B,11088
3053,151,18,A,10985
3054,723,57,A,50700
3055,868,96,B,63624
3056,205,23,C,15276
3057,55,96,C,10117
3058,64,66,B,8580
3059,23,61,A,5460
3060,540,59,B,39534
3061,471,10,B,31746
3062,595,17,A,39780
3063,323,72,C,26465
3064,520,60,B,38280
3065,85,99,B,12144
3066,136,92,C,15276
3067,255,42,A,19305
3068,626,35,A,42965
3069,143,10,C,10251
3070,265,37,C,20234
3071,381,47,B,28248
3072,198,44,C,16214
3073,807,32,D,57052
3074,876,75,B,62766
3075,309,55,B,24024
3076,463,73,A,34840
3077,75,96,A,11115
3078,633,21,A,42510
3079,627,42,A,43485
3080,750,47,B,52602
3081,503,94,B,39402
3082,733,87,D,55760
3083,573,67,D,43520
3084,377,37,A,26910
3085,138,34,C,11524
3086,688,54,C,49714
3087,548,13,C,37587
3088,221,67,B,19008
3089,789,83,C,58424
3090,270,48,A,20670
3091,558,31,C,39463
3092,994,74,A,69420
3093,346,79,B,28050
3094,780,78,D,58344
3095,579,13,B,39072
3096,341,36,C,25259
3097,10,80,A,5850
3098,910,72,D,66776
3099,887,70,B,63162
3100,196,42,D,16184
3101,787,58,A,54925
3102,750,94,C,56548
3103,743,53,B,52536
3104,860,40,C,60300
3105,233,73,A,19890
3106,131,86,C,14539
3107,331,25,B,23496
3108,467,62,C,35443
3109,361,70,A,28015
3110,720,16,D,50048
3111,343,52,B,26070
3112,566,68,C,42478
3113,428,81,A,33085
3114,821,58,C,58893
3115,210,24,A,15210
3116,468,58,D,35768
3117,860,64,B,60984
3118,522,39,D,38148
3119,603,38,D,43588
3120,494,19,D,34884
3121,952,19,D,66028
3122,388,31,D,28492
3123,811,57,B,57288
3124,861,18,C,58893
3125,777,34,B,53526
3126,718,42,A,49400
3127,691,39,D,49640
3128,962,15,A,63505
3129,126,68,B,12804
3130,360,98,D,31144
3131,225,97,B,21252
3132,174,32,B,13596
3133,34,57,D,6188
3134,196,21,D,14756
3135,229,71,B,19800
3136,621,16,D,43316
3137,816,43,C,57553
3138,318,92,B,27060
3139,73,87,D,10880
3140,150,30,A,11700
3141,843,42,D,60180
3142,935,77,C,67804
3143,313,35,B,22968
3144,539,11,D,37400
3145,200,67,B,17622
3146,195,48,C,16281
3147,618,25,D,43724
3148,512,30,D,36856
3149,617,41,D,44744
3150,28,87,D,7820
3151,185,48,A,15145
3152,617,95,B,46992
3153,564,30,A,38610
3154,53,34,C,5829
3155,281,52,B,21978
3156,722,96,A,53170
3157,931,41,D,66096
3158,949,95,D,70992
3159,416,99,C,34505
3160,806,97,C,60501
3161,1000,86,A,70590
3162,45,59,A,6760
3163,947,37,D,66912
3164,781,43,B,54384
3165,706,96,B,52932
3166,923,64,D,67116
3167,600,68,B,44088
3168,538,29,D,38556
3169,773,88,D,58548
3170,461,70,D,36108
3171,419,75,A,32110
3172,876,85,B,63426
3173,987,35,B,67452
3174,291,11,D,20536
3175,49,39,B,5808
3176,277,83,C,24120
3177,839,89,A,60320
3178,540,16,C,37252
3179,979,18,C,66799
3180,752,90,D,57256
3181,669,84,A,48945
3182,231,98,B,21714
3183,982,78,C,71020
3184,562,40,D,40936
3185,138,93,C,15477
3186,161,39,C,13400
3187,581,97,C,45426
3188,651,18,B,44154
3189,514,91,B,39930
3190,543,37,D,39440
3191,862,54,A,59540
3192,618,78,D,47328
3193,230,59,A,18785
3194,678,30,B,46728
3195,991,41,A,67080
3196,631,40,A,43615
3197,743,84,D,56236
3198,542,76,D,42024
3199,895,84,C,65593
3200,903,22,A,60125
3201,831,71,B,59532
3202,94,10,A,6760
3203,606,56,A,43030
3204,655,76,B,48246
3205,77,47,B,8184
3206,626,85,C,47637
3207,205,67,D,18496
3208,599,33,A,41080
3209,835,15,A,55250
3210,222,20,C,16214
3211,940,56,A,64740
3212,765,16,A,50765
3213,307,69,B,24816
3214,597,60,D,44676
3215,842,61,C,60501
3216,992,98,B,71940
3217,30,44,C,4958
3218,641,47,B,45408
3219,872,89,A,62465
3220,171,43,B,14124
3221,987,62,C,70283
3222,439,10,D,30532
3223,500,64,C,37788
3224,471,10,C,32227
3225,669,40,A,46085
3226,864,88,A,61880
3227,876,83,C,64253
3228,201,21,D,15096
3229,982,54,D,70448
3230,1,52,C,3551
3231,237,63,D,20400
3232,676,38,C,47838
3233,504,36,B,35640
3234,672,82,A,49010
3235,820,92,A,59280
3236,691,97,A,51220
3237,855,71,D,62968
3238,360,68,C,28676
3239,372,21,C,26331
3240,660,39,B,46134
3241,928,58,A,64090
3242,499,98,D,40596
3243,725,11,A,47840
3244,880,62,A,61230
3245,403,74,C,31959
3246,755,88,A,54795
3247,944,65,A,65585
3248,456,17,D,32164
3249,13,28,B,2706
3250,733,36,C,51523
3251,104,36,B,9240
3252,286,83,C,24723
3253,211,96,D,20876
3254,834,10,B,55704
3255,541,20,C,37587
3256,640,14,B,43164
3257,519,49,A,36920
3258,575,82,D,44676
3259,34,81,A,7475
3260,184,58,B,15972
3261,875,52,C,62109
3262,546,35,B,38346
3263,732,76,C,54136
3264,381,53,B,28644
3265,731,39,B,50820
3266,920,59,A,63635
3267,268,80,D,23664
3268,331,36,C,24589
3269,84,11,A,6175
3270,146,66,D,14416
3271,617,72,C,46163
3272,922,30,D,64736
3273,708,59,B,50622
3274,111,79,D,12920
3275,806,47,A,55445
3276,135,20,D,10540
3277,855,10,C,57955
3278,711,60,D,52428
3279,627,34,B,43626
3280,944,34,B,64548
3281,211,56,C,17889
3282,368,85,D,30804
3283,56,14,C,4690
3284,537,13,A,35750
3285,889,57,D,64328
3286,798,44,A,54730
3287,629,26,D,44540
3288,172,48,A,14300
3289,538,87,C,41875
3290,486,81,D,38556
3291,315,50,C,24455
3292,979,41,B,67320
3293,166,80,B,16236
3294,935,64,C,66933
3295,346,56,C,26934
3296,4,29,B,2178
3297,215,59,D,18632
3298,867,69,C,62712
3299,550,93,A,41795
3300,865,74,C,62913
3301,57,74,B,8646
3302,516,12,C,35376
3303,211,33,A,15860
3304,815,14,B,54714
3305,176,10,B,12276
3306,746,70,B,53856
3307,593,23,A,40040
3308,702,41,A,48295
3309,833,58,A,57915
3310,585,84,A,43485
3311,376,87,C,31021
3312,552,95,C,43349
3313,69,69,D,9384
3314,295,57,A,22880
3315,341,39,A,24700
3316,696,65,A,49465
3317,209,15,B,14784
3318,893,73,B,63756
3319,446,40,C,32562
3320,869,53,A,59930
3321,349,22,B,24486
3322,593,75,A,43420
3323,842,58,D,61200
3324,423,85,C,34036
3325,345,71,D,28288
3326,926,39,D,65620
3327,466,14,C,32160
3328,57,84,D,9588
3329,733,90,C,55141
3330,722,16,A,47970
3331,910,51,D,65348
3332,81,17,B,6468
3333,804,50,C,57218
3334,736,85,B,54186
3335,577,79,D,44608
3336,973,86,C,70953
3337,269,66,A,21775
3338,88,26,A,7410
3339,479,17,C,33232
3340,27,46,C,4891
3341,750,44,C,53198
3342,791,25,A,53040
3343,884,73,A,62205
3344,451,92,B,35838
3345,961,67,D,69904
3346,605,38,A,41795
3347,144,72,D,14688
3348,8,60,D,4624
3349,349,67,D,28288
3350,393,65,C,30686
3351,481,10,C,32897
3352,648,37,C,45895
3353,872,44,D,62288
3354,937,86,A,66495
3355,695,90,D,53380
3356,424,31,A,29575
3357,100,39,D,9452
3358,89,42,D,8908
3359,214,20,B,15444
3360,593,69,B,43692
3361,304,58,B,23892
3362,680,42,B,47652
3363,230,57,A,18655
3364,234,48,C,18894
3365,275,65,A,22100
3366,424,18,B,29172
3367,177,75,C,16884
3368,622,15,B,42042
3369,992,40,C,69144
3370,663,99,A,49530
3371,323,91,C,27738
3372,532,26,A,36270
3373,476,88,B,37224
3374,233,65,C,19966
3375,792,41,C,55811
3376,223,27,B,16500
3377,226,59,B,18810
3378,474,94,A,36920
3379,407,90,B,32802
3380,366,60,A,27690
3381,778,19,B,52602
3382,685,44,B,48114
3383,559,20,C,38793
3384,477,31,A,33020
3385,44,62,D,7208
3386,412,66,A,31070
3387,89,35,A,8060
3388,763,20,D,53244
3389,44,84,D,8704
3390,275,90,C,24455
3391,378,25,C,27001
3392,450,81,A,34515
3393,368,43,A,26715
3394,874,42,A,59540
3395,664,85,D,50932
3396,557,82,A,41535
3397,176,75,A,16315
3398,166,27,D,13124
3399,81,88,B,11154
3400,16,11,D,1836
3401,844,51,A,58175
3402,158,14,A,11180
3403,748,30,C,52126
3404,850,99,A,61685
3405,455,51,C,33902
3406,828,20,A,55120
3407,801,25,D,56168
3408,544,58,B,39732
3409,379,72,B,29766
3410,816,58,B,57684
3411,653,94,C,50049
3412,492,94,D,39848
3413,226,46,C,18224
3414,227,20,C,16549
3415,910,27,D,63716
3416,322,69,A,25415
3417,674,62,D,50048
3418,787,20,A,52455
3419,809,84,A,58045
3420,316,57,A,24245
3421,379,10,B,25674
3422,939,50,C,66263
3423,601,16,A,40105
3424,605,49,D,44472
3425,898,86,A,63960
3426,749,65,D,55352
3427,717,26,C,49781
3428,268,69,B,22242
3429,487,67,B,36564
3430,646,66,D,48416
3431,540,66,D,41208
3432,56,93,D,10132
3433,68,21,A,5785
3434,703,39,A,48230
3435,898,50,A,61620
3436,247,93,A,22100
3437,592,37,A,40885
3438,286,15,C,20167
3439,651,14,D,45220
3440,885,39,C,61908
3441,946,92,A,67470
3442,387,87,C,31758
3443,774,48,D,55896
3444,938,53,C,66397
3445,970,26,C,66732
3446,818,69,D,60316
3447,488,94,D,39576
3448,41,20,A,3965
3449,149,15,D,11152
3450,406,59,C,31155
3451,175,19,D,13192
3452,122,96,A,14170
3453,199,70,A,17485
3454,884,28,C,61104
3455,969,90,D,72012
3456,496,60,C,37252
3457,106,98,B,13464
3458,119,95,B,14124
3459,899,47,A,61490
3460,52,20,A,4680
3461,991,54,C,70015
3462,248,99,B,22902
3463,103,71,B,11484
3464,431,44,A,30875
3465,1,74,C,5025
3466,774,65,B,55374
3467,319,63,D,25976
3468,361,61,D,28696
3469,680,56,B,48576
3470,605,20,C,41875
3471,836,23,C,57553
3472,905,60,C,64655
3473,670,41,B,46926
3474,69,25,B,6204
3475,316,27,B,22638
3476,513,100,A,39845
3477,84,70,B,10164
3478,515,88,D,41004
3479,219,56,D,18700
3480,506,70,B,38016
3481,24,82,B,6996
3482,247,63,B,20460
3483,582,51,D,43044
3484,558,20,B,38148
3485,776,42,D,55624
3486,516,76,B,39072
3487,395,70,B,30690
3488,195,83,B,18348
3489,361,84,C,29815
3490,144,34,C,11926
3491,607,22,C,42143
3492,451,72,B,34518
3493,434,41,A,30875
3494,741,91,B,54912
3495,624,44,A,43420
3496,447,26,C,31691
3497,220,87,A,19955
3498,978,12,C,66330
3499,880,47,C,62109
3500,863,90,A,61945
3501,573,61,A,41210
3502,998,35,D,70244
3503,697,43,A,48100
3504,353,94,C,29949
3505,235,19,D,17272
3506,128,30,C,10586
3507,92,23,C,7705
3508,126,85,D,14348
3509,330,23,D,24004
3510,444,14,D,31144
3511,802,78,B,58080
3512,120,62,C,12194
3513,402,81,C,32361
3514,874,62,B,61776
3515,767,31,D,54264
3516,897,28,B,61050
3517,711,45,A,49140
3518,452,34,A,31590
3519,33,62,B,6270
3520,281,94,D,25500
3521,489,26,C,34505
3522,885,88,D,66164
3523,827,22,C,56883
3524,100,52,D,10336
3525,544,100,A,41860
3526,660,36,C,46632
3527,591,95,D,46648
3528,536,54,D,40120
3529,147,65,A,13780
3530,434,92,B,34716
3531,526,86,D,41616
3532,852,79,B,61446
3533,330,85,C,27805
3534,498,71,A,36985
3535,15,22,D,2516
3536,102,49,D,10268
3537,204,86,D,19720
3538,887,53,C,62980
3539,988,37,D,69700
3540,235,75,D,21080
3541,144,23,B,11022
3542,905,72,D,66436
3543,770,92,A,56030
3544,95,20,C,7705
3545,730,87,A,53105
3546,360,40,A,26000
3547,399,54,A,29445
3548,33,56,B,5874
3549,79,16,D,6460
3550,145,86,C,15477
3551,962,11,A,63245
3552,908,29,A,60905
3553,591,55,B,42636
3554,990,34,D,69632
3555,794,64,D,58344
3556,504,100,B,39864
3557,665,83,B,49368
3558,958,11,A,62985
3559,64,25,C,5963
3560,967,46,C,67871
3561,189,68,D,17476
3562,770,73,D,57324
3563,524,50,C,38458
3564,358,51,C,27403
3565,69,80,B,9834
3566,322,43,C,24455
3567,746,98,D,57392
3568,888,34,A,59930
3569,713,61,B,51084
3570,695,60,A,49075
3571,931,28,D,65212
3572,786,90,B,57816
3573,710,17,C,48709
3574,181,76,B,16962
