RowNumber,variable1,variable2,variable3,result
17249,703,39,Z,66780
17250,874,56,I,67890
17251,590,56,V,55556
17252,115,43,V,13588
17253,718,88,W,70122
17254,113,66,V,15394
17255,668,43,I,51903
17256,884,66,Z,85500
17257,594,38,E,43608
17258,593,21,J,45436
17259,667,63,I,53290
17260,171,63,U,19890
17261,613,51,Y,59096
17262,864,48,X,80256
17263,66,10,E,5244
17264,660,45,G,50055
17265,84,60,R,11808
17266,614,27,V,55126
17267,890,95,M,75845
17268,833,86,Q,74439
17269,15,24,D,2652
17270,15,63,E,5382
17271,316,70,Q,31266
17272,78,59,J,10138
17273,216,32,M,19096
17274,267,32,T,25116
17275,11,20,K,2325
17276,422,11,K,32475
17277,968,60,E,70932
17278,686,28,R,58548
17279,270,98,B,24288
17280,185,66,Z,22590
17281,104,94,C,13266
17282,560,40,V,51600
17283,95,45,G,9940
17284,779,14,F,55510
17285,596,74,G,47570
17286,870,54,N,72072
17287,370,100,I,34310
17288,254,62,L,24016
17289,203,88,K,21825
17290,690,47,B,48642
17291,479,75,K,41550
17292,591,77,F,46760
17293,958,54,E,69828
17294,257,63,H,23040
17295,474,40,Z,46260
17296,237,64,K,22575
17297,571,58,B,41514
17298,106,19,N,9750
17299,480,88,Y,50552
17300,869,75,B,62304
17301,910,50,C,64320
17302,569,48,X,54296
17303,147,54,U,17085
17304,765,94,D,58412
17305,418,100,I,37814
17306,127,63,T,15960
17307,100,60,K,12000
17308,761,72,C,55811
17309,840,92,Z,83880
17310,108,30,N,10764
17311,757,31,T,66192
17312,22,74,A,6240
17313,966,15,X,86328
17314,99,23,R,10004
17315,595,82,L,51452
17316,356,66,C,28274
17317,629,64,R,56826
17318,245,79,V,27864
17319,29,29,D,3944
17320,760,51,W,70557
17321,828,42,C,58290
17322,549,89,E,44022
17323,842,19,Q,69741
17324,915,36,Q,77031
17325,683,19,E,48438
17326,14,15,U,2465
17327,248,90,A,21970
17328,834,45,O,69441
17329,23,59,Y,7298
17330,289,97,U,32810
17331,503,23,D,35768
17332,878,24,G,64042
17333,996,58,C,70618
17334,50,10,Y,5340
17335,40,31,Q,5751
17336,497,74,U,48535
17337,382,20,F,28140
17338,196,55,A,16315
17339,370,48,U,35530
17340,808,91,F,62930
17341,581,72,K,48975
17342,350,21,R,30422
17343,328,23,W,30537
17344,361,90,Q,36531
17345,752,54,P,64480
17346,982,58,O,82160
17347,96,72,W,14616
17348,514,97,O,48269
17349,315,69,I,28032
17350,713,87,B,52800
17351,154,32,W,16182
17352,322,85,W,35409
17353,504,39,N,42354
17354,338,62,I,29200
17355,923,92,O,80185
17356,989,73,C,71154
17357,706,11,B,47322
17358,485,39,U,44540
17359,148,64,M,16324
17360,165,97,H,18864
17361,158,39,W,17139
17362,505,43,M,42196
17363,162,76,D,16184
17364,291,92,B,25278
17365,835,93,Z,83520
17366,19,38,J,4218
17367,806,89,E,61755
17368,761,56,F,57190
17369,285,100,Y,34265
17370,470,53,G,37133
17371,68,51,E,8211
17372,251,26,O,21883
17373,393,94,U,41395
17374,261,62,B,21318
17375,897,54,S,78933
17376,601,40,S,53203
17377,794,15,I,59057
17378,887,80,V,83162
17379,719,37,A,49140
17380,152,65,A,14105
17381,904,49,P,76240
17382,895,20,I,66795
17383,29,29,K,4350
17384,937,92,C,68943
17385,57,70,D,8636
17386,945,76,L,77596
17387,60,98,D,10744
17388,334,63,K,29775
17389,768,56,K,61800
17390,543,89,N,49296
17391,693,90,X,68904
17392,886,97,I,71759
17393,74,12,Y,7654
17394,228,49,Y,24653
17395,109,44,J,11322
17396,598,26,H,44928
17397,803,36,B,55374
17398,42,97,O,10981
17399,770,22,Y,70488
17400,48,35,Z,7470
17401,856,36,G,63332
17402,816,62,R,71996
17403,965,62,T,86268
17404,360,19,L,28804
17405,433,29,G,32802
17406,94,91,R,15170
17407,941,65,S,83498
17408,281,10,N,22698
17409,433,75,Z,45720
17410,190,54,U,20740
17411,271,49,E,22080
17412,967,62,F,72030
17413,301,56,O,28203
17414,638,100,J,54612
17415,225,57,N,21996
17416,98,96,S,16102
17417,62,67,Z,11610
17418,164,22,Q,15066
17419,431,57,V,41968
17420,795,88,W,76821
17421,589,30,V,53234
17422,496,100,X,52448
17423,303,65,M,28336
17424,845,48,S,74119
17425,263,37,G,21300
17426,325,10,F,23450
17427,871,99,Z,87300
17428,152,91,X,21384
17429,755,48,G,57013
17430,788,64,U,72420
17431,864,97,U,81685
17432,473,23,P,39680
17433,151,39,T,15960
17434,940,27,U,82195
17435,375,25,B,26400
17436,885,15,V,77400
17437,458,36,B,32604
17438,27,49,J,5624
17439,418,22,Z,39600
17440,855,57,I,66576
17441,240,76,O,24964
17442,943,69,Y,90068
17443,29,84,Q,9153
17444,16,37,T,4452
17445,993,94,G,77177
17446,639,60,O,55221
17447,332,37,T,30996
17448,10,29,O,3081
17449,978,94,J,79328
17450,583,70,A,42445
17451,289,54,D,23324
17452,232,49,L,21356
17453,465,33,F,34860
17454,72,46,O,9322
17455,581,33,U,52190
17456,273,60,R,27306
17457,225,17,L,18392
17458,259,66,L,24700
17459,892,66,L,72808
17460,879,48,S,76941
17461,783,59,N,65676
17462,938,43,G,69651
17463,948,56,J,74296
17464,830,62,N,69576
17465,104,16,U,10200
17466,189,100,S,23987
17467,836,26,A,56030
17468,994,44,W,90306
17469,22,96,A,7670
17470,128,34,P,12960
17471,73,100,W,15051
17472,33,34,Y,5963
17473,209,29,U,20230
17474,476,65,X,47608
17475,989,75,B,70224
17476,434,50,L,36784
17477,133,99,J,17168
17478,880,24,J,66896
17479,403,64,E,32223
17480,75,13,U,7480
17481,746,14,G,53960
17482,790,89,X,77352
17483,791,43,S,69222
17484,240,88,W,28536
17485,349,54,H,29016
17486,920,22,M,72534
17487,649,72,G,51191
17488,976,85,I,77453
17489,147,32,S,14857
17490,953,17,W,84390
17491,163,40,S,16849
17492,672,48,N,56160
17493,355,43,C,26666
17494,219,58,X,24376
17495,48,73,G,8591
17496,904,43,V,81442
17497,218,77,O,23305
17498,561,86,Y,57583
17499,580,26,X,53328
17500,862,46,U,77180
17501,476,66,P,43360
17502,185,18,L,15428
17503,305,48,E,24357
17504,237,10,O,19513
17505,134,99,R,19106
17506,891,66,X,84216
17507,186,11,W,17139
17508,245,41,E,19734
17509,314,69,T,32172
17510,264,66,T,27720
17511,627,78,H,50760
17512,618,55,X,59224
17513,740,76,F,57120
17514,142,12,Y,13706
17515,120,14,J,9916
17516,585,56,Q,51921
17517,225,31,U,21760
17518,609,47,C,43952
17519,496,85,M,44737
17520,209,94,O,23937
17521,289,96,V,33110
17522,729,35,B,50424
17523,85,41,F,8820
17524,582,10,N,46176
17525,21,57,L,5928
17526,345,13,Q,28998
17527,41,13,I,3942
17528,867,25,V,76712
17529,382,51,V,37238
17530,704,11,I,52195
17531,217,34,C,16817
17532,446,65,X,44968
17533,524,42,N,44148
17534,168,26,F,13580
17535,297,82,N,29562
17536,332,19,V,30186
17537,633,34,R,54694
17538,22,37,G,4189
17539,413,11,A,27560
17540,493,89,B,38412
17541,229,81,J,22940
17542,789,85,X,76912
17543,506,58,G,40044
17544,820,37,E,59133
17545,11,98,V,9374
17546,337,37,V,32164
17547,724,69,O,62647
17548,486,55,J,40034
17549,274,21,J,21830
17550,124,96,M,16940
17551,950,94,W,90828
17552,878,100,W,85086
17553,947,61,R,82656
17554,430,91,J,38554
17555,371,87,R,37556
17556,777,30,H,58104
17557,876,37,I,66649
17558,64,49,C,7571
17559,248,15,M,20251
17560,270,72,X,30096
17561,442,92,Q,43254
17562,513,71,P,46720
17563,483,28,U,43435
17564,906,100,Y,89534
17565,68,14,H,5904
17566,802,66,A,56420
17567,210,70,D,19040
17568,379,83,D,31416
17569,602,97,R,57318
17570,178,51,T,19236
17571,691,39,K,54750
17572,303,77,H,27360
17573,900,41,V,80926
17574,126,13,U,11815
17575,822,97,F,64330
17576,294,56,K,26250
17577,529,64,O,46847
17578,138,52,E,13110
17579,143,64,X,18216
17580,57,11,Y,6052
17581,189,81,K,20250
17582,289,96,A,25025
17583,143,85,G,16188
17584,445,87,X,46816
17585,821,25,G,60066
17586,828,37,A,56225
17587,606,61,U,56695
17588,427,100,V,45322
17589,793,74,R,71094
17590,851,82,K,69975
17591,47,42,N,6942
17592,886,26,O,72048
17593,886,69,C,63985
17594,191,26,E,14973
17595,514,35,F,38430
17596,413,19,Q,34992
17597,891,56,U,80495
17598,437,73,J,37740
17599,896,54,H,68400
17600,842,72,G,64894
17601,102,31,T,11172
17602,273,53,N,25428
17603,218,76,K,22050
17604,560,14,Y,51086
17605,223,64,A,18655
17606,26,53,W,6873
17607,222,69,O,22989
17608,399,78,F,33390
17609,218,54,U,23120
17610,886,94,Y,87220
17611,14,52,P,5280
17612,725,91,V,70176
17613,148,22,G,12070
17614,493,77,X,50160
17615,717,75,I,57816
17616,463,37,Z,45000
17617,322,14,K,25200
17618,994,15,M,77693
17619,141,28,M,13013
17620,907,50,X,84216
17621,71,18,V,7654
17622,197,66,Y,23407
17623,842,77,Y,81791
17624,595,24,S,51377
17625,959,34,U,84405
17626,714,84,E,55062
17627,145,31,L,13376
17628,155,33,E,12972
17629,318,15,K,24975
17630,464,39,W,43761
17631,431,92,C,35041
17632,941,71,N,78936
17633,117,61,L,13528
17634,858,92,Z,85500
17635,855,15,O,68730
17636,485,71,U,47260
17637,647,79,S,60258
17638,752,95,P,67760
17639,919,50,U,82365
17640,861,45,F,63420
17641,471,68,N,42042
17642,381,24,F,28350
17643,719,16,Z,66150
17644,440,13,C,30351
17645,141,25,W,14442
17646,847,96,V,81098
17647,432,18,X,39600
17648,974,64,O,82002
17649,925,65,V,85140
17650,605,54,C,44153
17651,491,22,T,43092
17652,432,63,Y,44055
17653,41,89,K,9750
17654,165,44,G,14839
17655,917,68,P,78800
17656,783,89,F,61040
17657,588,77,Z,59850
17658,800,47,O,66913
17659,189,34,F,15610
17660,783,34,C,54739
17661,249,88,P,26960
17662,821,84,I,66065
17663,21,27,C,3216
17664,457,49,P,40480
17665,698,30,Y,64792
17666,274,22,Z,26640
17667,613,100,Z,64170
17668,912,69,H,70632
17669,83,40,E,8487
17670,232,67,G,21229
17671,83,64,X,12936
17672,322,16,V,29068
17673,983,91,O,84846
17674,950,82,J,76368
17675,486,17,W,43761
17676,472,31,Q,40743
17677,270,19,C,19363
17678,651,61,Z,64080
17679,97,38,P,10800
17680,401,40,O,34839
17681,777,34,R,66502
17682,797,53,D,57800
17683,327,68,L,30020
17684,995,59,V,90644
17685,50,17,B,4422
17686,53,84,T,11508
17687,753,71,V,70864
17688,398,46,B,29304
17689,348,85,P,34640
17690,709,96,V,69230
17691,912,60,V,83592
17692,796,52,K,63600
17693,727,89,H,58752
17694,852,27,T,73836
17695,386,89,V,40850
17696,330,98,G,30388
17697,812,40,A,55380
17698,573,94,H,48024
17699,201,50,D,17068
17700,274,54,T,27552
17701,430,97,M,40579
17702,174,45,D,14892
17703,619,18,R,52234
17704,64,53,S,9711
17705,247,79,L,24776
17706,934,85,O,80501
17707,219,17,O,18644
17708,347,39,Y,34354
17709,687,63,A,48750
17710,889,28,X,80696
17711,939,24,V,82818
17712,733,71,O,63516
17713,998,39,H,74664
17714,473,31,J,37296
17715,765,49,P,65120
17716,978,42,Z,91800
17717,20,93,Q,9153
17718,423,76,X,43912
17719,409,94,A,32695
17720,546,45,V,50826
17721,836,72,V,78088
17722,80,14,T,7896
17723,168,97,F,18550
17724,178,41,W,19053
17725,103,73,Z,15840
17726,147,92,B,15774
17727,803,54,J,63418
17728,354,12,U,31110
17729,19,37,L,4256
17730,14,78,H,6624
17731,931,81,H,72864
17732,823,30,R,69946
17733,736,90,F,57820
17734,405,67,J,34928
17735,570,65,Y,56515
17736,836,38,U,74290
17737,827,25,J,63048
17738,271,12,L,21508
17739,581,72,P,52240
17740,508,49,F,38990
17741,727,42,T,64596
17742,283,30,B,20658
17743,890,61,I,69423
17744,489,34,W,45501
17745,279,33,H,22464
17746,743,29,W,67164
17747,972,69,D,70788
17748,817,29,R,69372
17749,447,48,E,34155
17750,860,59,Q,74439
17751,594,87,Y,60609
17752,884,13,E,61893
17753,396,23,I,30587
17754,556,38,H,42768
17755,98,57,A,10075
17756,857,100,I,69861
17757,367,83,R,36900
17758,193,22,F,15050
17759,211,51,U,22270
17760,30,46,O,6004
17761,513,78,K,44325
17762,964,55,W,88653
17763,738,85,H,59256
17764,968,71,C,69613
17765,872,75,M,72919
17766,165,19,L,13984
17767,973,91,N,82992
17768,913,95,H,72576
17769,812,56,V,74648
17770,94,58,A,9880
17771,263,25,L,21888
17772,557,16,M,44121
17773,928,80,J,74592
17774,133,23,G,11076
17775,142,37,J,13246
17776,378,75,G,32163
17777,623,42,Y,59185
17778,457,72,N,41262
17779,669,16,Q,55485
17780,793,53,Y,75294
17781,109,43,R,12464
17782,989,29,G,72278
17783,48,60,V,9288
17784,49,18,V,5762
17785,407,85,L,37392
17786,668,12,K,51000
17787,230,18,P,19840
17788,918,92,Z,90900
17789,506,40,O,43134
17790,652,40,M,53284
17791,762,47,G,57439
17792,85,15,Y,8900
17793,206,66,M,20944
17794,923,41,K,72300
17795,16,45,K,4575
17796,209,63,G,19312
17797,405,82,T,40908
17798,726,62,H,56736
17799,411,80,K,36825
17800,246,46,I,21316
17801,15,54,U,5865
17802,89,16,A,6825
17803,901,25,Z,83340
17804,724,18,F,51940
17805,250,100,M,26950
17806,585,95,N,53040
17807,199,12,F,14770
17808,346,19,M,28105
17809,272,41,Z,28170
17810,64,50,C,7638
17811,934,96,G,73130
17812,243,62,I,22265
17813,290,30,X,28160
17814,576,82,A,42770
17815,446,84,T,44520
17816,272,12,A,18460
17817,488,24,A,33280
17818,192,12,O,16116
17819,212,22,N,18252
17820,11,84,N,7410
17821,633,32,Y,59185
17822,228,25,Z,22770
17823,826,16,S,69886
17824,196,35,K,17325
17825,301,57,B,23628
17826,233,47,W,24360
17827,928,84,A,65780
17828,8,69,W,6699
17829,313,77,D,26520
17830,336,75,V,35346
17831,829,44,P,69840
17832,201,81,N,21996
17833,976,14,P,79200
17834,773,46,J,60606
17835,658,30,Z,61920
17836,132,80,A,13780
17837,322,34,V,30616
17838,568,64,Z,56880
17839,736,40,S,64408
17840,649,81,N,56940
17841,799,47,N,65988
17842,525,90,V,52890
17843,706,34,L,56240
17844,320,36,Y,31684
17845,648,35,W,59421
17846,771,54,H,59400
17847,24,82,E,7314
17848,698,48,L,56696
17849,174,51,P,18000
17850,807,89,T,75264
17851,736,30,Z,68940
17852,65,92,H,11304
17853,849,66,H,65880
17854,608,25,M,48741
17855,867,22,Z,80010
17856,323,85,C,27336
17857,403,20,D,28764
17858,695,66,E,52509
17859,168,48,B,14256
17860,847,12,W,74733
17861,575,61,D,43248
17862,150,96,H,17712
17863,19,39,Z,5220
17864,361,19,U,32300
17865,405,43,S,37184
17866,245,57,T,25368
17867,48,52,H,7200
17868,506,69,M,44275
17869,140,18,M,12166
17870,234,29,O,20777
17871,134,33,I,12191
17872,88,63,L,11476
17873,779,83,S,71546
17874,659,34,J,51282
17875,329,90,V,36034
17876,52,30,B,5412
17877,751,50,V,68886
17878,592,48,T,53760
17879,706,98,A,52260
17880,763,80,P,67440
17881,831,65,M,68992
17882,573,10,K,43725
17883,493,12,I,36865
17884,509,31,W,46980
17885,698,21,A,46735
17886,90,84,R,14268
17887,945,25,B,64020
17888,205,80,C,19095
17889,676,15,A,44915
17890,43,99,F,9940
17891,651,67,Y,63902
17892,608,96,N,54912
17893,786,29,E,56235
17894,992,63,R,86510
17895,172,97,Z,24210
17896,217,75,C,19564
17897,902,25,I,67671
17898,815,16,E,57339
17899,770,57,X,72776
17900,326,75,Z,36090
17901,178,75,S,20999
17902,919,76,W,86565
17903,711,79,L,60040
17904,921,82,E,69207
17905,516,98,J,45436
17906,122,93,R,17630
17907,402,28,K,32250
17908,872,29,X,79288
17909,24,90,E,7866
17910,520,44,D,38352
17911,190,49,U,20315
17912,654,91,R,61090
17913,859,72,P,74480
17914,140,71,D,14348
17915,359,27,O,30494
17916,881,82,P,77040
17917,626,37,H,47736
17918,170,99,M,20713
17919,45,41,U,7310
17920,349,63,N,32136
17921,82,29,S,9213
17922,453,34,R,39934
17923,901,83,R,80688
17924,196,56,O,19908
17925,736,56,Z,71280
17926,144,15,X,13992
17927,601,19,U,52700
17928,225,15,L,18240
17929,530,32,V,48332
17930,354,14,X,32384
17931,601,22,B,41118
17932,1000,90,V,93740
17933,601,87,M,52976
17934,358,83,L,33516
17935,982,71,P,84240
17936,188,35,O,17617
17937,159,28,L,14212
17938,262,14,C,18492
17939,286,52,K,25350
17940,90,18,X,9504
17941,892,17,V,78174
17942,217,17,T,19656
17943,824,12,W,72732
17944,160,63,Q,18063
17945,14,34,M,3696
17946,877,23,O,71100
17947,523,67,Z,53100
17948,901,29,N,72540
17949,374,11,N,30030
17950,345,20,K,27375
17951,692,15,D,48076
17952,966,93,V,91074
17953,808,16,W,71688
17954,136,69,P,16400
17955,326,13,L,25764
17956,839,81,M,70840
17957,720,52,K,57900
17958,62,50,H,8064
17959,709,94,O,63437
17960,185,55,K,18000
17961,543,50,F,41510
17962,92,57,E,10281
17963,530,97,P,50160
17964,5,83,B,5808
17965,580,69,D,44132
17966,953,94,B,69102
17967,295,85,U,32300
17968,573,24,S,49551
17969,949,66,B,66990
17970,437,65,I,36646
17971,813,64,H,63144
17972,825,59,Q,71604
17973,176,26,Y,17978
17974,532,30,A,36530
17975,816,13,V,71294
17976,290,82,D,25296
17977,436,84,A,33800
17978,456,62,H,37296
17979,733,25,Z,68220
17980,52,82,A,8710
17981,590,16,Y,53934
17982,19,19,E,2622
17983,625,11,O,50244
17984,319,40,S,29797
17985,917,58,I,71175
17986,795,48,Y,75027
17987,479,73,B,36432
17988,920,47,H,69624
17989,360,86,U,37910
17990,742,29,W,67077
17991,233,18,V,21586
17992,964,57,C,68407
17993,642,48,T,57960
17994,52,78,R,10660
17995,230,13,E,16767
17996,532,76,E,41952
17997,578,64,C,43014
17998,106,66,E,11868
17999,922,16,Y,83482
18000,231,34,S,21995
18001,543,26,J,42106
18002,766,66,I,60736
18003,878,12,J,65860
18004,930,79,H,72648
18005,661,97,J,56092
18006,99,47,W,12702
18007,436,36,G,33512
18008,564,46,V,52460
18009,143,95,S,19754
18010,554,20,Q,46494
18011,978,64,W,90654
18012,179,83,P,20960
18013,282,14,I,21608
18014,23,36,P,4720
18015,553,41,T,49896
18016,369,63,R,35424
18017,949,80,E,71001
18018,567,84,Z,58590
18019,622,77,P,55920
18020,297,82,Y,33731
18021,497,94,U,50235
18022,491,42,Y,47437
18023,916,95,N,78858
18024,920,49,G,68799
18025,444,52,Z,44640
18026,157,23,G,12780
18027,629,70,I,51027
18028,23,53,K,5700
18029,451,75,Z,47340
18030,102,58,Z,14400
18031,167,35,F,14140
18032,586,13,M,46123
18033,940,86,R,84132
18034,793,23,W,70992
18035,790,91,E,60789
18036,377,38,E,28635
18037,172,96,O,21172
18038,856,37,B,58938
18039,779,88,W,75429
18040,344,65,O,32311
18041,43,22,D,4420
18042,51,74,K,9375
18043,792,68,R,70520
18044,972,79,I,76723
18045,18,61,F,5530
18046,794,71,B,57090
18047,818,86,S,75032
18048,353,37,Y,34710
18049,673,31,F,49280
18050,649,32,T,57204
18051,109,96,N,15990
18052,88,20,P,8640
18053,641,24,H,47880
18054,299,68,T,30828
18055,452,89,V,46526
18056,698,84,R,64124
18057,122,18,Y,12460
18058,287,51,H,24336
18059,656,72,K,54600
18060,633,29,J,48988
18061,961,92,E,72657
18062,398,92,Q,39690
18063,491,30,A,33865
18064,191,73,O,20856
18065,572,47,O,48901
18066,109,41,D,10200
18067,414,41,R,37310
18068,571,28,S,49717
18069,340,21,Z,32490
18070,357,54,A,26715
18071,1000,95,Q,88695
18072,94,64,I,11534
18073,418,71,R,40098
18074,469,35,J,37296
18075,679,42,K,54075
18076,810,14,V,70864
18077,774,56,F,58100
18078,654,32,L,52136
18079,116,32,N,11544
18080,706,35,Y,65949
18081,796,83,D,59772
18082,737,25,D,51816
18083,178,49,Q,18387
18084,806,78,L,67184
18085,191,73,R,21648
18086,289,33,Y,28658
18087,93,75,E,11592
18088,443,88,N,41418
18089,390,41,A,28015
18090,3,79,H,5904
18091,171,78,I,18177
18092,805,87,U,75820
18093,595,78,N,52494
18094,286,63,M,26873
18095,579,71,M,50050
18096,800,49,B,56034
18097,712,89,J,59274
18098,468,61,C,35443
18099,108,86,E,13386
18100,976,36,L,76912
18101,520,68,B,38808
18102,647,52,A,45435
18103,210,16,X,19888
18104,505,57,V,48332
18105,994,58,D,71536
18106,634,69,W,61161
18107,708,42,L,57000
18108,235,80,R,25830
18109,472,59,Q,43011
18110,884,23,W,78909
18111,33,64,Q,7857
18112,986,74,W,92220
18113,562,20,C,38994
18114,258,57,I,22995
18115,53,61,G,8094
18116,289,82,R,30422
18117,174,31,X,18040
18118,979,51,B,67980
18119,323,19,Z,30780
18120,927,20,F,66290
18121,662,42,I,51392
18122,9,83,N,7176
18123,548,61,H,43848
18124,87,48,W,11745
18125,544,79,Z,56070
18126,72,52,B,8184
18127,866,60,F,64820
18128,379,84,P,37040
18129,84,100,H,13248
18130,310,60,T,31080
18131,217,32,Z,22410
18132,1000,49,C,70283
18133,610,74,T,57456
18134,274,69,R,28126
18135,487,45,J,39368
18136,800,30,U,70550
18137,153,97,A,16250
18138,794,62,Q,69336
18139,241,31,J,20128
18140,688,42,Y,64970
18141,567,61,K,47100
18142,319,70,Y,34621
18143,757,20,T,65268
18144,734,80,Q,65934
18145,486,60,E,37674
18146,528,59,N,45786
18147,992,29,U,86785
18148,544,92,B,41976
18149,641,45,J,50764
18150,489,31,W,45240
18151,271,53,J,23976
18152,865,75,N,73320
18153,765,39,A,52260
18154,444,64,B,33528
18155,908,27,G,66385
18156,208,70,W,24186
18157,53,27,J,5920
18158,912,26,N,73164
18159,609,18,I,45771
18160,346,40,I,28178
18161,898,23,P,73680
18162,230,16,S,20418
18163,85,43,W,11136
18164,372,13,K,28875
18165,728,11,F,51730
18166,506,68,N,44772
18167,811,48,K,64425
18168,865,34,T,75516
18169,616,58,W,58638
18170,896,38,E,64446
18171,509,44,P,44240
18172,212,57,F,18830
18173,399,32,V,37066
18174,915,63,B,64548
18175,179,10,Y,16821
18176,971,27,D,67864
18177,825,15,W,73080
18178,619,58,S,56191
18179,351,86,X,38456
18180,944,51,K,74625
18181,770,19,O,62331
18182,853,14,M,66759
18183,823,60,M,67991
18184,987,49,A,67340
18185,515,90,F,42350
18186,915,45,H,69120
18187,82,27,D,7412
18188,456,97,L,42028
18189,505,60,O,44635
18190,481,41,Z,46980
18191,355,54,U,34765
18192,267,49,U,26860
18193,773,80,P,68240
18194,715,58,O,61067
18195,506,46,N,43056
18196,38,77,I,8395
18197,155,82,H,17064
18198,613,55,J,49432
18199,475,32,O,40053
18200,351,87,T,36792
18201,300,52,D,23936
18202,131,13,T,12096
18203,621,80,N,54678
18204,210,86,T,24864
18205,60,76,L,10336
18206,862,34,L,68096
18207,151,75,P,18080
18208,508,24,I,38836
18209,383,43,C,28542
18210,102,92,H,13968
18211,736,44,Y,69420
18212,900,34,X,82192
18213,66,40,E,7314
18214,330,16,H,24912
18215,776,69,K,63375
18216,54,68,K,9150
18217,947,15,Y,85618
18218,424,68,D,33456
18219,754,94,K,63600
18220,943,66,G,71639
18221,251,26,Z,24930
18222,176,78,Y,22606
18223,51,56,F,7490
18224,68,16,I,6132
18225,478,37,Y,45835
18226,629,80,G,50339
18227,247,40,W,24969
18228,735,47,N,60996
18229,258,33,H,20952
18230,144,26,Q,13770
18231,824,69,J,66082
18232,715,53,X,67584
18233,954,76,E,71070
18234,845,79,J,68376
18235,418,26,A,28860
18236,85,10,G,6745
18237,477,87,U,47940
18238,894,83,S,81091
18239,691,14,K,52875
18240,729,65,Q,64314
18241,67,58,J,9250
18242,26,68,Z,8460
18243,586,25,K,45825
18244,283,47,G,23430
18245,767,22,T,66276
18246,932,64,H,71712
18247,861,92,E,65757
18248,599,42,S,53203
18249,633,71,M,54208
18250,972,44,Y,90424
18251,746,36,W,68034
18252,210,80,G,20590
18253,627,68,G,49345
18254,748,73,M,63217
18255,189,77,U,22610
18256,878,47,U,78625
18257,51,74,U,10625
18258,621,83,Q,57024
18259,291,44,V,28810
18260,490,43,E,36777
18261,947,10,V,82302
18262,973,98,F,74970
18263,285,97,Q,30942
18264,329,41,W,32190
18265,354,53,F,28490
18266,77,35,W,9744
18267,670,58,V,62608
18268,818,48,D,58888
18269,33,78,A,7215
18270,412,15,J,31598
18271,892,87,T,82236
18272,864,61,J,68450
18273,426,65,B,32406
18274,197,13,G,14910
18275,425,28,E,31257
18276,992,70,Y,94518
18277,282,16,K,22350
18278,458,89,M,42119
18279,673,95,Q,62208
18280,5,79,C,5628
18281,508,32,L,41040
18282,675,67,M,57134
18283,765,49,T,68376
18284,987,17,H,72288
18285,554,34,C,39396
18286,359,54,H,29736
18287,492,19,D,34748
18288,853,15,J,64232
18289,650,10,H,47520
18290,843,26,T,72996
18291,541,50,O,46689
18292,605,20,D,42500
18293,322,60,B,25212
18294,723,71,U,67490
18295,879,29,N,70824
18296,901,94,B,65670
18297,981,22,V,86258
18298,929,71,T,84000
18299,975,21,H,71712
18300,657,35,N,53976
18301,602,98,R,57400
18302,300,52,O,27808
18303,551,31,J,43068
18304,763,93,Q,69336
18305,486,45,J,39294
18306,934,40,T,81816
18307,940,26,X,85008
18308,48,15,A,4095
18309,586,41,Z,56430
18310,493,40,F,37310
18311,77,99,N,13728
18312,1,46,M,3619
18313,617,93,B,46860
18314,233,50,I,20659
18315,893,27,V,79120
18316,695,11,G,50126
18317,533,64,Z,53730
18318,69,29,Z,8820
18319,528,92,E,42780
18320,408,59,V,40162
18321,904,62,J,71484
18322,436,73,K,38175
18323,935,57,U,84320
18324,366,64,Q,34830
18325,27,35,G,4402
18326,479,30,J,37666
18327,601,49,Q,52650
18328,368,14,T,32088
18329,489,38,Z,47430
18330,44,32,P,6080
18331,346,100,G,31666
18332,671,84,K,56625
18333,451,22,D,32164
18334,231,99,Q,26730
18335,342,19,G,25631
18336,659,49,K,53100
18337,343,48,M,30107
18338,128,97,D,15300
18339,488,14,M,38654
18340,250,33,M,21791
18341,505,37,Z,48780
18342,3,27,T,2520
18343,156,82,D,16184
18344,573,50,D,42364
18345,811,72,O,69757
18346,871,47,P,73440
18347,425,14,B,28974
18348,319,34,Q,28593
18349,435,70,B,33330
18350,553,36,L,44764
18351,466,45,B,33726
18352,360,71,G,30601
18353,45,46,R,7462
18354,134,57,T,16044
18355,371,44,F,29050
18356,484,63,Z,49230
18357,268,77,T,28980
18358,263,77,A,22100
18359,609,14,W,54201
18360,240,49,U,24565
18361,553,59,R,50184
18362,617,23,W,55680
18363,285,92,V,32422
18364,814,23,H,60264
18365,921,29,M,73150
18366,623,49,J,49728
18367,51,71,R,10004
18368,553,39,K,44400
18369,135,88,P,17840
18370,302,82,C,25728
18371,500,51,A,35815
18372,866,41,E,62583
18373,207,87,R,24108
18374,53,62,G,8165
18375,327,48,D,25500
18376,300,81,F,26670
18377,342,95,U,37145
18378,40,74,Y,10146
18379,712,13,S,60175
18380,925,10,R,76670
18381,661,24,B,45210
18382,256,98,O,27966
18383,204,60,I,19272
18384,204,84,Z,25920
18385,132,33,K,12375
18386,186,56,M,18634
18387,88,30,M,9086
18388,825,34,U,73015
18389,970,97,G,75757
18390,568,20,F,41160
18391,903,73,W,84912
18392,372,49,P,33680
18393,30,57,E,6003
18394,504,61,W,49155
18395,730,39,V,66134
18396,180,21,U,17085
18397,769,87,T,71904
18398,138,72,X,18480
18399,824,77,H,64872
18400,893,54,N,73866
18401,801,74,Z,78750
